"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language"
"1270","4792","Global","Vegetables","TAMARILLO","Golden","All Sizes","","","","Cyphomandra betacea","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1271","4793","Global","Vegetables","TAMARILLO","Red","All Sizes","","","","Cyphomandra betacea","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1272","4794","Global","Vegetables","TARO ROOT (DASHEEN)","","Small","","","","Colocasia esculeta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1273","4795","Global","Vegetables","TARO ROOT (DASHEEN)","","Large","","","","Colocasia esculeta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1274","4796","Global","Vegetables","TOMATOES","Cherry - Red","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1275","4797","Global","Vegetables","TOMATOES","Cherry - Yellow","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1276","4798","Global","Vegetables","TOMATOES","Greenhouse/Hydroponic/Regular - Red","Small","6x6 size and smaller","Less than 70mm diameter","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1277","4799","Global","Vegetables","TOMATOES","Greenhouse/Hydroponic/Regular - Red","Large","5x6 size and larger","Diameter 70mm and above","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1278","4800","Global","Vegetables","TOMATOES","Native/Home Grown","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1279","4801","Global","Vegetables","TOMATOES","Tomatillos/Husk Tomatoes","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1280","4802","Global","Vegetables","TOMATOES","Dried","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1281","4803","Global","Vegetables","TOMATOES","Teardrop/Pear - Red","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1282","4804","Global","Vegetables","TOMATOES","Teardrop/Pear - Yellow","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1283","4805","Global","Vegetables","TOMATOES","Vine Ripe, Regular - Red","Small","6X6 and smaller","Less than 70mm diameter","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1284","4806","Global","Vegetables","TOMATOES","Retailer Assigned","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1285","4807","Global","Vegetables","TOMATOES","Retailer Assigned","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1286","4808","Global","Vegetables","TOMATOES","Retailer Assigned","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1287","4809","Global","Vegetables","TURNIP","Baby","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1288","4810","Global","Vegetables","TURNIP","Bunch/Banded","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1289","4811","Global","Vegetables","TURNIP","Purple Top","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1290","4812","Global","Vegetables","TURNIP","White","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1291","4813","Global","Vegetables","TURNIP","Retailer Assigned","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1292","4814","Global","Vegetables","WATER CHESTNUTS","","All Sizes","","","","Eleocharis dulcis","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1293","4815","Global","Vegetables","WATERCRESS","","All Sizes","","","","Rorippa nasturtium-aquaticum","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1294","4816","Global","Vegetables","SWEET POTATO/YAM/KUMARA","Golden","All Sizes","","","Terminology changed to include both sweet potato and yam to avoid confusion in marketplace","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:08:57","2009-06-09 22:00:00","","EN"
"1295","4817","Global","Vegetables","SWEET POTATO/YAM/KUMARA","Red/Orangy Red Flesh","Large","jumbo","","Terminology changed to include both sweet potato and yam to avoid confusion in marketplace","Ipomoea batato","","Approved","","","Webmaster2015","2023-12-19 19:08:57","2009-06-09 22:00:00","","EN"
"1296","4818","Global","Vegetables","NAME","Retailer Assigned","All Sizes","","","","Dioscorea trifidia","","Approved","","","Webmaster2015","2023-12-19 19:08:57","2009-06-09 22:00:00","","EN"
"1297","4819","Global","Vegetables","YUCA ROOT/CASSAVA/MANIOC","","All Sizes","","","","Manihot esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:57","2011-06-08 22:00:00","","EN"
"1298","4820","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1299","4821","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1300","4822","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1301","4823","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1302","4824","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1303","4825","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1304","4826","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1305","4827","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1306","4828","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1307","4829","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1308","4830","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1309","4831","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1310","4832","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1311","4833","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1312","4834","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1313","4835","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1314","4836","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1315","4837","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1316","4838","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1317","4839","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1318","4840","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1319","4841","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1320","4842","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1321","4843","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1322","4844","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1323","4845","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1324","4846","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1325","4847","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1326","4848","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1327","4849","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1328","4850","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1329","4851","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1330","4852","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1331","4853","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1332","4854","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1333","4855","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1334","4856","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:57","1999-12-30 23:00:00","","EN"
"1335","4857","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1336","4858","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1337","4859","Global","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1338","4860","Global","Dried Fruits","APPLE SLICES","Dried ","All Sizes ","","","","","","Approved","","","Christina D'allarco","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1339","4861","Global","Dried Fruits","APRICOTS","Dried","All Sizes","","","","Prunus armeniaca","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1340","4862","Global","Dried Fruits","DATES","Dried","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1341","4863","Global","Dried Fruits","DATES","Retailer Assigned - Dried"," All Sizes ","","","","Phoenix dactylifera","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1342","4864","Global","Dried Fruits","PINEAPPLE","Dried","All Sizes","","","Sizes for pineapple based on 5-7 count = large size; 8-10 count = small size","Ananas comosus","","Approved","","","Webmaster2015","2025-05-27 14:28:58","1999-12-30 23:00:00","","EN"
"1343","4865","Global","Dried Fruits","PRUNES","Regular (Dried Fruit)","All Sizes","","","","Prunus domestica","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1344","4866","Global","Dried Fruits","PRUNES","Pitted (Dried Fruit)","All Sizes","","","","Prunus domestica","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1345","4867","Global","Dried Fruits","PRUNES","Retailer Assigned - Dried"," All Sizes ","","","","Prunus domestica","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1346","4868","Global","Dried Fruits","RAISINS","Black (Dried Fruit)","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1347","4869","Global","Dried Fruits","RAISINS","Golden/Yellow (Dried Fruit)","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1348","4870","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1349","4871","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1350","4872","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1351","4873","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1352","4874","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1353","4875","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1354","4876","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1355","4877","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1356","4878","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1357","4879","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1358","4880","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1359","4881","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1360","4882","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1361","4883","Global","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1362","4884","Global","Herbs","ARUGULA/ROCKET","","All Sizes","","","","Eruca versicara","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1363","4885","Global","Herbs","BASIL","","All Sizes","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1364","4886","Global","Herbs","BASIL","Opal","All Sizes","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1365","4887","Global","Herbs","BASIL","Sweet","All Sizes","","","","Ocimum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1366","4888","Global","Herbs","CHIVES","","All Sizes","","","","Allium Tuberosum","","Approved","","","Christina D'allarco","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1367","4889","Global","Herbs","CILANTRO (CHINESE PARSLEY/CORIANDER)","","All Sizes","","","","Coriandrum sativum","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1368","4890","Global","Fruits","PEARS","Chinese Yali","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1369","4891","Global","Herbs","DILL","","All Sizes","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1370","4892","Global","Herbs","DILL","Baby","All Sizes","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1371","4893","Global","Herbs","DILL","Pickling","All Sizes","","","","Anethum graveolens","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1372","4894","Global","Herbs","LEMONGRASS","","All Sizes","","","","Cymbopogon citratus","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1373","4895","Global","Herbs","MARJORAM","","All Sizes","","","","Origanum spp","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1374","4896","Global","Herbs","MINT","","All Sizes","","","","Mentha spp","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1375","4897","Global","Herbs","OREGANO","","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1376","4898","Global","Herbs","OYSTER PLANT/SALSIFY","","All Sizes","","","","Tragopogan porrifolius","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1377","4899","Global","Herbs","PARSLEY","Regular/Curly","All Sizes","","","","Petroselinum crispum","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1378","4901","Global","Herbs","PARSLEY","Italian/Continental/French","All Sizes","","","","Petroselinum crispum","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1379","4902","Global","Herbs","PARSLEY","Retailer Assigned","All Sizes","","","","Petroselinum crispum","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1380","4903","Global","Herbs","ROSEMARY","","All Sizes","","","","Rosemarinus officinalis","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1381","4904","Global","Herbs","SAGE","","All Sizes","","","","Salvia officinalis","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1382","4905","Global","Herbs","SORREL","","All Sizes","","","","Rumex spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1383","4906","Global","Herbs","TARRAGON","","All Sizes","","","","Artemisia dracunculus","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1384","4907","Global","Herbs","THYME","","All Sizes","","","","Thymus vulgaris","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1385","4908","Global","Herbs","VANILLA BEAN","","All Sizes ","","","","Vanilla planifolia","","Approved","","","Christina D'allarco","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1386","4909","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1387","4910","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1388","4911","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1389","4912","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1390","4913","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1391","4914","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1392","4915","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1393","4916","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1394","4917","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1395","4918","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1396","4919","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1397","4920","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1398","4921","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1399","4922","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1400","4923","Global","Herbs","OTHER HERBS","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1401","4924","Global","Nuts","ALMONDS","","All Sizes","","","","Prunus dulcis","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1402","4925","Global","Nuts","ALMONDS","Retailer Assigned","All Sizes","","","","Prunus dulcis","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1403","4926","Global","Nuts","BRAZILNUTS","","All Sizes","","","","Berthollettia excelsa","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1404","4927","Global","Nuts","CHESTNUTS","","All Sizes","","","","Castanea sativa","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1405","4928","Global","Nuts","FILBERTS","Cobnut/Hazelnut","All Sizes","","","","Corylus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1406","4929","Global","Nuts","MIXED NUTS","","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:58","2012-05-31 22:00:00","","EN"
"1407","4930","Global","Nuts","PEANUTS","","All Sizes","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1408","4931","Global","Nuts","PEANUTS","Raw","All Sizes","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1409","4932","Global","Nuts","PEANUTS","Roasted - Salted","All Sizes","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1410","4933","Global","Nuts","PEANUTS","Roasted - Unsalted","All Sizes","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1411","4934","Global","Nuts","PEANUTS","Retailer Assigned","All Sizes","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1412","4935","Global","Nuts","PEANUTS","Retailer Assigned","All Sizes","","","","Arachis hypogaea","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1413","4936","Global","Nuts","PECANS","","All Sizes","","","","Carya illinoiensis","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1414","4937","Global","Nuts","PECANS","Retailer Assigned","All Sizes","","","","Carya illinoiensis","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
"1415","4938","Global","Nuts","PINE NUTS (PIGNOLI)","","All Sizes","","","","Pinus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:58","1999-12-30 23:00:00","","EN"
